Question,Answer,Comment,Instruction,Render as
"刈,||かる||","cut, clip, shear, reap, trim, prune","",Guess the meaning of the Kunyomi reading,Text
"違,||イ||","differ, vary, disagree with, be mistaken, cross or pass (someone), No (negation)","Kunyomi: ちがう,ちがえる = differ, vary, disagree with, be mistaken, cross or pass (someone), No (negation), change, alter, disguise, make a mistake, break (a promise), sprain, dislocate, cross (two sticks)",Guess the meaning of the Onyomi reading,Text
"遣,||ケン||","send, dispatch, give, donate, bestow on, do for (someone)","Kunyomi: つかう,つかわす = send, dispatch, give, donate, bestow on, do for (someone), use, handle, manipulate, employ, need, want, spend, consume, speak (English), practice (fencing), take (one’s lunch), circulate (bad money)",Guess the meaning of the Onyomi reading,Text
"疲,||ヒ||","get tired, grow weary","Kunyomi: つかれる = get tired, grow weary",Guess the meaning of the Onyomi reading,Text
"継,||ケイ||","succeed to, inherit, follow, patch, graft (trees), tell","Kunyomi: つぐ = succeed to, inherit, follow, patch, graft (trees), tell",Guess the meaning of the Onyomi reading,Text
"突,||トツ||","protruding, thrusting","Kunyomi: つく = thrust, pierce, spear, stab, prick, gore, lunge at, push, poke, strike (a bell), attack, strike (at the heart), brave (a storm), be pungent, strike against, (words) rush (to one's lips)",Guess the meaning of the Onyomi reading,Text
"尽,||ジン||","use up, run out of, exhaust, serve, befriend, work for, endeavor, do (one's duty),last day of the month","Kunyomi: つくす,つきる,つかす = use up, run out of, exhaust, serve, befriend, work for, endeavor, do (one's duty),become exhausted, be consumed, spend, end",Guess the meaning of the Onyomi reading,Text
"慎,||シン||","be discreet, be careful, be prudent, be cautious, restrain oneself, be moderate","Kunyomi: つつしむ = be discreet, be careful, be prudent, be cautious, restrain oneself, be moderate",Guess the meaning of the Onyomi reading,Text
"堤,||テイ||","dike, bank, embankment","Kunyomi: つつみ = dike, bank, embankment",Guess the meaning of the Onyomi reading,Text
"鼓,||コ||","drum","Kunyomi: つづみ = drum",Guess the meaning of the Onyomi reading,Text
"翼,||ヨク||","wing, plane, flank","Kunyomi: つばさ = wings",Guess the meaning of the Onyomi reading,Text
"粒,||リュウ||","grain, drop","Kunyomi: つぶ = grain, drop, counter for tiny particles",Guess the meaning of the Onyomi reading,Text
"摘,||テキ||","pick, pinch, hold in the fingers, summarize","Kunyomi: つむ = pick, pluck, pull out, trim, clip, nip, gather",Guess the meaning of the Onyomi reading,Text
"詰,||キツ||","be pressed in, be packed, become close, be checkmated","Kunyomi: つめる,つまる,つむ = be pressed in, be packed, become close, be checkmated, stuff, fill, pack, plug, place closely, write closely, sit closely, shorten, curtail, checkmate, keep doing, hold (one’s breath), attend (office), be stopped up, be blocked, be full, be stuffed, be shortened, contract, be hard up, be held up, be deadlocked",Guess the meaning of the Onyomi reading,Text
"露,||ロ,ロウ||","dew, Russia","Kunyomi: つゆ = dew, dewdrops, tears, mortality, flimsiness, (with neg.) not a bit",Guess the meaning of the Onyomi reading,Text
"剣,||ケン||","sword, saber, blade, bayonet, sting, clock hand","Kunyomi: つるぎ = sword",Guess the meaning of the Onyomi reading,Text
"溶,||ヨウ||","melt, dissolve, thaw","Kunyomi: とける,とかす,とく = melt, dissolve, thaw,liquefy, melt",Guess the meaning of the Onyomi reading,Text
"床,||ショウ||","bed, floor","Kunyomi: とこ,ゆか = bed, sickbed, floor, alcove, padding",Guess the meaning of the Onyomi reading,Text
"隣,||リン||","neighboring","Kunyomi: となる,となり = adjoin, nextdoor neighbor, adjoining",Guess the meaning of the Onyomi reading,Text
"殿,||デン,テン||","hall, mansion, palace, temple, rear guard","Kunyomi: との,どの = mister,lord, mansion, place,Mr.",Guess the meaning of the Onyomi reading,Text
"泊,||ハク||","(threeday) stay","Kunyomi: とまる,とめる = stay at, put up at, ride at anchor,lodge a person",Guess the meaning of the Onyomi reading,Text
"捕,||ホ||","catch, arrest, capture","Kunyomi: とらえる,とらわれる,とる,つかまえる,つかまる = catch, arrest, capture,be caught, be captured,be arrested, be a slave to, be seized with",Guess the meaning of the Onyomi reading,Text
"執,||シツ,シュウ||","take, hold, seize, catch, capture, fetch, receive, procure, obtain, adopt (a measure), engage (graduates), choose, order (foodstuffs), pick, pluck, make, produce, eat, set up (camp), charge, admi","Kunyomi: とる = take, hold, seize, catch, capture, fetch, receive, procure, obtain, adopt (a measure), engage (graduates), choose, order (foodstuffs), pick, pluck, make, produce, eat, set up (camp), charge, administer, transact, take (pains), make out (the meaning), remove, take off (one's hat), take out (spots), strike out (words), weed, catch (fish), deprive of, steal, capture (territory), annex, need, require, reserve (rooms), subscribe to, press (a point home), take (a picture), possess",Guess the meaning of the Onyomi reading,Text
"嘆,||タン||","sigh","Kunyomi: なげく,なげかわしい = sigh, lament, moan, grieve, regret, deplore, sorrow,sad, wretched, deplorable",Guess the meaning of the Onyomi reading,Text
"斜,||シャ||","slanting, oblique","Kunyomi: ななめ = slanting, diagonal, oblique, askew, unpleasant, disagreeable",Guess the meaning of the Onyomi reading,Text
"鉛,||エン||","lead(metal)","Kunyomi: なまり = lead(metal)",Guess the meaning of the Onyomi reading,Text
"涙,||ルイ||","tear, sympathy","Kunyomi: なみだ = tear, sympathy",Guess the meaning of the Onyomi reading,Text
"悩,||ノウ||","distress, illness","Kunyomi: なやむ,なやます = worry, be troubled, be afflicted, be in pain,annoy, embarrass, afflict, worry, oppress, torment",Guess the meaning of the Onyomi reading,Text
"握,||アク||","grasp, hold, make (sushi balls), assume (power), make (money), get (proof)","Kunyomi: にぎる = grasp, hold, make (sushi balls), assume (power), make (money), get (proof)",Guess the meaning of the Onyomi reading,Text
"逃,||トウ||","flee, run away, escape, shirk, evade, back out","Kunyomi: にげる,にがす,のがす,のがれる = flee, run away, escape, shirk, evade, back out,let go, set free, let escape, miss (a chance),avoid",Guess the meaning of the Onyomi reading,Text
"濁,||ダク||","uncleanness, wrong, muddiness, impurity, voicing marks, voiced sound, voiced consonant, unrefined sake","Kunyomi: にごる,にごす = be muddy, be impure, be voiced, be vague,make muddy, make cloudy, quibble, prevaricate",Guess the meaning of the Onyomi reading,Text
"鈍,||ドン||","dullness, slowness, foolishness","Kunyomi: にぶい,にぶる = dull, slow, blunt (tool), dim (light), thick (voice),become dull, weaken",Guess the meaning of the Onyomi reading,Text
"煮,||シャ||","boil, cook, be cooked, be boiled","Kunyomi: にる,にえる,にやす = boil, cook, be cooked, be boiled,boil, cook",Guess the meaning of the Onyomi reading,Text
"脱,||ダツ||","removing","Kunyomi: ぬぐ,ぬげる = take off (clothes), undress,come off, slip off, slip down",Guess the meaning of the Onyomi reading,Text
"抜,||バツ||","extract, unlock, pull out, root up, unsheathe, pilfer, quote, remove, omit, capture, outrun, shoot through","Kunyomi: ぬく,ぬける,ぬかす,ぬかる = extract, unlock, pull out, root up, unsheathe, pilfer, quote, remove, omit, capture, outrun, shoot through,come off, fall out, slip out, be omitted, be missing, be rid of, pass through, escape, be captured, withdraw, be less than,skip over,be careless, slip, make a mistake",Guess the meaning of the Onyomi reading,Text
"盗,||トウ||","thief","Kunyomi: ぬすむ = steal, rob, pilfer",Guess the meaning of the Onyomi reading,Text
"沼,||ショウ||","swamp, lake","Kunyomi: ぬま = swamp, bog, pond, lake",Guess the meaning of the Onyomi reading,Text
"眠,||ミン||","sleep","Kunyomi: ねむる,ねむい = sleep, die,sleepy, drowsy, lethargic",Guess the meaning of the Onyomi reading,Text
"寝,||シン||","sleeping, resting, bed","Kunyomi: ねる,ねかす = sleep, retire, be bedridden, lie down, lie idle, remain unsold,put to sleep, send to bed, lay down, let lie idle",Guess the meaning of the Onyomi reading,Text
"軒,||ケン||","house counter","Kunyomi: のき = eaves",Guess the meaning of the Onyomi reading,Text
"載,||サイ||","ride, board, mount, get up on, spread (paints), be taken in, share in, join, be found in (a dictionary), feel like doing, be mentioned in, be in harmony with","Kunyomi: のせる,のる = ride, board, mount, get up on, spread (paints), be taken in, share in, join, be found in (a dictionary), feel like doing, be mentioned in, be in harmony with,place, put, lay, set, let (one) take part, impose on, record, mention",Guess the meaning of the Onyomi reading,Text
"吐,||ト||","disgorge, vomit, belch, emit, give vent to, confess, tell (lies), speak","Kunyomi: はく = disgorge, vomit, belch, emit, give vent to, confess, tell (lies), speak",Guess the meaning of the Onyomi reading,Text
"端,||タン||","origin, end, point","Kunyomi: はし,は,はた = end, tip, edge, border, one side, corner, beginning, scrap of cloth,side",Guess the meaning of the Onyomi reading,Text
"恥,||チ||","shame, dishonor, disgrace, humiliation, insult","Kunyomi: はじる,はじ,はじらう,はずかしい = shame, dishonor, disgrace, humiliation, insult,feel ashamed,feel shy, be coy, be bashful, blush,bashful, ashamed, coy, disgraceful, shameful",Guess the meaning of the Onyomi reading,Text
"離,||リ||","separation","Kunyomi: はなれる,はなす = separate, part from, come off, become disjoined, digress, get free, become estranged, be (three miles) away, be separated (by three years), leave, quit, depart from,disconnect, sever, detach, keep apart, alienate, isolate, let go, release, set free",Guess the meaning of the Onyomi reading,Text
"跳,||チョウ||","leap, spring up, hop, jerk, prance, buck, bound, spatter, splash, snap, crack, sputter, close, be over","Kunyomi: はねる,とぶ = leap, spring up, hop, jerk, prance, buck, bound, spatter, splash, snap, crack, sputter, close, be over,jump, spring, bound, vault, hop",Guess the meaning of the Onyomi reading,Text
"幅,||フク||","hanging scroll, picture, width, counter for scrolls","Kunyomi: はば = width, breadth, range, difference (in price), power, influence",Guess the meaning of the Onyomi reading,Text
"浜,||ヒン||","beach, seashore, fishing village","Kunyomi: はま = beach, seashore, fishing village",Guess the meaning of the Onyomi reading,Text
"払,||フツ||","clear out, sweep away, wipe off, brush off, drive away, banish, prune, parry, pay, dispose of, wield (a sword) sideways, show interest in","Kunyomi: はらう = clear out, sweep away, wipe off, brush off, drive away, banish, prune, parry, pay, dispose of, wield (a sword) sideways, show interest in",Guess the meaning of the Onyomi reading,Text
"秀,||シュウ||","excellence, beauty","Kunyomi: ひいでる = surpass, excel, tower above, rise to eminence",Guess the meaning of the Onyomi reading,Text
"匹,||ヒツ||","head, counter (small animals), roll of cloth","Kunyomi: ひき = head, counter (small animals), roll of cloth",Guess the meaning of the Onyomi reading,Text
"弾,||ダン||","bullet","Kunyomi: ひく,はずむ,たま = play on,spring, bound, rebound, be inspired, be spurred on, invest in, be generous (in tipping), breathe with difficulty,bullet, shot, shell",Guess the meaning of the Onyomi reading,Text
"浸,||シン||","soak, dip, steep, immerse, moisten, wet, dunk, drench","Kunyomi: ひたす,ひたる = soak, dip, steep, immerse, moisten, wet, dunk, drench,be soaked in, be immersed in, be flooded, be submerged, be bathed in, be addicted to",Guess the meaning of the Onyomi reading,Text
"響,||キョウ||","sound, resound, reverberate, echo, ring, vibrate, grate on, affect, find an echo in, become known","Kunyomi: ひびく = sound, resound, reverberate, echo, ring, vibrate, grate on, affect, find an echo in, become known",Guess the meaning of the Onyomi reading,Text
"暇,||カ||","rest, leisure","Kunyomi: ひま = time, leisure, poor business, leave of absence, dismissal, divorce",Guess the meaning of the Onyomi reading,Text
"殖,||ショク||","increase","Kunyomi: ふえる,ふやす = increase, multiply, accrue, (water) rises,add to, raise, augment",Guess the meaning of the Onyomi reading,Text
"吹,||スイ||","breathe, blow, play (a wind instrument), emit, smelt, mint, brag","Kunyomi: ふく = breathe, blow, play (a wind instrument), emit, smelt, mint, brag",Guess the meaning of the Onyomi reading,Text
"噴,||フン||","spout, emit, flush out","Kunyomi: ふく = spout, emit, flush out",Guess the meaning of the Onyomi reading,Text
"含,||ガン||","hold in the mouth, bear in mind, understand, cherish, harbor, contain, comprise, have, hold, include, embrace, be charged or loaded with, be dripping with, be full of, be suffused with","Kunyomi: ふくむ,ふくめる = hold in the mouth, bear in mind, understand, cherish, harbor, contain, comprise, have, hold, include, embrace, be charged or loaded with, be dripping with, be full of, be suffused with, include, instruct, make one understand",Guess the meaning of the Onyomi reading,Text
